Chr	start	end	strand
Chr5	13946008	13946425	-
Chr5	13390473	13391048	-
Chr5	15192781	15193359	+
Chr5	21712897	21713314	-
Chr5	9806701	9807278	+
Chr5	14104253	14104624	-
Chr5	18206891	18207286	+
Chr5	12391145	12391699	-
Chr5	25531625	25532181	+
Chr5	12754604	12764996	-
Chr5	10568571	10568820	+
Chr5	16915227	16915804	+
Chr5	14019669	14020061	-
Chr5	1686976	1687878	-
Chr5	10696150	10700179	-
Chr5	2072641	2073007	+
Chr5	9394235	9394500	-
Chr5	21630761	21631338	-
Chr5	7997600	7998180	+
Chr5	8288651	8289204	-
Chr5	9962494	9962886	-
Chr5	9609622	9610014	-
Chr5	14247606	14247722	-
Chr5	15086074	15089351	-
Chr5	2752344	2752899	+
Chr5	10643460	10643877	-
Chr5	17036249	17036643	+
Chr5	14646672	14646985	+
Chr5	26071198	26071234	-
Chr5	6295806	6295909	-
Chr5	16390940	16391333	-
Chr5	14145987	14146157	+
Chr5	13878505	13879003	-
Chr5	17064369	17065143	+
Chr5	16578959	16579357	-
Chr5	20073541	20074112	-
Chr5	12940569	12944561	-
Chr5	11036062	11036474	+
Chr5	13407188	13410397	-
Chr5	1871718	1872122	-
Chr5	17772084	17772649	-
Chr5	10873255	10873661	+
Chr5	7414525	7415085	-
Chr5	13188576	13188980	-
Chr5	22464158	22464201	+
Chr5	15238562	15241776	-
Chr5	19026401	19027770	-
Chr5	15101532	15101937	-
Chr5	13983275	13983685	-
Chr5	13919492	13919534	-
Chr5	14695676	14696083	+
Chr5	17477903	17478159	-
Chr5	24722125	24722537	+
Chr5	20777162	20777568	-
Chr5	17162234	17162801	+
Chr5	16915141	16915226	+
Chr5	13394307	13394633	+
Chr5	13512255	13512571	-
Chr5	12121244	12121698	-
Chr5	9065548	9066116	+
Chr5	26069470	26069815	+
Chr5	16092298	16092860	+
Chr5	6498193	6498599	+
Chr5	15156468	15156783	+
Chr5	11421082	11424608	+
Chr5	12448321	12448420	+
Chr5	15024239	15024801	+
Chr5	21076552	21077120	+
Chr5	15881032	15881443	-
Chr5	14581457	14584667	+
Chr5	15383914	15383934	-
Chr5	6352168	6352572	-
Chr5	15127033	15127444	-
Chr5	17162198	17162233	+
Chr5	13231670	13232072	+
Chr5	24768018	24768430	+
Chr5	20441125	20441702	-
Chr5	20519341	20519752	+
Chr5	12890714	12893944	+
Chr5	23102390	23102798	-
Chr5	10253658	10255324	+
Chr5	21161073	21161124	+
Chr5	16064381	16064944	-
Chr5	17233752	17233815	-
Chr5	9623272	9623834	-
Chr5	5872843	5873616	-
Chr5	17161370	17161779	-
Chr5	11962042	11962450	-
Chr5	20533831	20533904	+
Chr5	15267232	15267643	+
Chr5	8735381	8735943	-
Chr5	10597329	10608553	-
Chr5	15216569	15216977	-
Chr5	7866169	7866576	-
Chr5	2896125	2896690	+
Chr5	13810384	13810405	+
Chr5	13189353	13192575	+
Chr5	9697452	9698019	+
Chr5	22253700	22254261	-
Chr5	9946783	9947195	+
Chr5	828056	828623	+
Chr5	15651649	15652057	+
Chr5	6630068	6630629	-
Chr5	10650231	10650637	-
Chr5	7834775	7835185	+
Chr5	13028616	13029135	+
Chr5	11129612	11129681	-
Chr5	10582666	10586640	+
Chr5	14103078	14103487	+
Chr5	19483352	19483913	-
Chr5	7821213	7821624	+
Chr5	10249177	10249402	+
Chr5	11563122	11566347	+
Chr5	17438678	17438846	+
Chr5	13809971	13810383	-
Chr5	15561759	15562162	-
Chr5	15857607	15857672	+
Chr5	22657293	22657692	-
Chr5	14319875	14320433	-
Chr5	22764783	22765196	-
Chr5	20533259	20533830	+
Chr5	6118125	6118485	+
Chr5	14935856	14936425	-
Chr5	18882295	18882379	-
Chr5	12318442	12321622	-
Chr5	23323911	23324480	-
Chr5	7488977	7489392	+
Chr5	1095192	1095234	+
Chr5	20632293	20632708	+
Chr5	11482596	11482997	+
Chr5	10475450	10475495	+
Chr5	3722186	3722585	-
Chr5	4213632	4214201	-
Chr5	17197233	17197793	+
Chr5	1676282	1676824	+
Chr5	10775471	10776040	-
Chr5	9166762	9167162	+
Chr5	20398194	20398594	+
Chr5	15231365	15231781	+
Chr5	15855413	15855972	+
Chr5	25935900	25935936	-
Chr5	11424674	11428610	+
Chr5	14972779	14973179	+
Chr5	13689424	13689704	+
Chr5	12160421	12164392	+
Chr5	19152351	19152390	-
Chr5	17991544	17991958	-
Chr5	12596026	12596441	+
Chr5	12022760	12022825	+
Chr5	10760267	10760837	-
Chr5	9129539	9129780	-
Chr5	10426961	10427518	-
Chr5	17577672	17577731	-
Chr5	2348650	2348697	-
Chr5	15118648	15119380	+
Chr5	8504707	8505096	-
Chr5	25308557	25308614	+
Chr5	12639602	12650823	+
Chr5	11305996	11306556	+
Chr5	10754882	10755451	+
Chr5	12347387	12350574	-
Chr5	9710411	9710844	-
Chr5	17473459	17474026	-
Chr5	6387012	6387426	+
Chr5	8032267	8032672	+
Chr5	11157293	11157695	-
Chr5	1026499	1027067	+
Chr5	10705882	10714288	-
Chr5	24703482	24703887	+
Chr5	11368140	11372112	-
Chr5	13388632	13389035	-
Chr5	10545123	10545526	-
Chr5	17827751	17828312	+
Chr5	10837308	10837713	+
Chr5	15054502	15054572	+
Chr5	13795207	13795761	-
Chr5	17542989	17543093	+
Chr5	13243756	13244158	-
Chr5	26678578	26679146	-
Chr5	11529398	11533237	+
Chr5	8783329	8783741	-
Chr5	26635864	26636432	-
Chr5	12210173	12210573	-
Chr5	12176176	12176324	-
Chr5	3234758	3235170	-
Chr5	21015278	21015768	-
Chr5	3902531	3903099	-
Chr5	14301898	14301955	+
Chr5	22012280	22012692	-
Chr5	12432154	12432723	+
Chr5	10406707	10409926	+
Chr5	17027497	17027911	+
Chr5	16859097	16859667	+
Chr5	4539583	4539998	+
Chr5	16363910	16364468	-
Chr5	13723924	13724328	+
Chr5	16306416	16307019	-
Chr5	13862578	13862836	+
Chr5	10944137	10945261	-
Chr5	14356694	14357072	+
Chr5	10914461	10915057	-
Chr5	15072759	15073188	+
Chr5	18964435	18964982	-
Chr5	10265417	10265844	-
Chr5	7057992	7058588	-
Chr5	14365481	14365859	+
Chr5	14369880	14370258	+
Chr5	18554308	18554857	+
Chr5	15144916	15145509	-
Chr5	10660935	10660999	+
Chr5	19846523	19846950	-
Chr5	13700277	13700633	+
Chr5	17253053	17253429	-
Chr5	18954804	18955182	+
Chr5	15228597	15229024	-
Chr5	14157409	14157437	-
Chr5	15228491	15228596	-
Chr5	11686006	11697352	-
Chr5	12278854	12282183	-
Chr5	19501842	19502272	+
Chr5	13678715	13678815	-
Chr5	4640357	4640762	-
Chr5	14323887	14324486	+
Chr5	8917938	8918487	+
Chr5	21270615	21270707	+
Chr5	14082881	14083258	+
Chr5	2499576	2499954	+
Chr5	9601051	9601428	+
Chr5	8362456	8362557	+
Chr5	19153745	19153813	-
Chr5	14387067	14387347	-
Chr5	13340108	13340657	+
Chr5	14519495	14520092	-
Chr5	11909744	11912581	-
Chr5	13700634	13701231	-
Chr5	21100836	21101264	-
Chr5	20004802	20005231	+
Chr5	11497275	11497651	-
Chr5	9135078	9135102	+
Chr5	11333139	11333516	+
Chr5	15924481	15925238	+
Chr5	2839412	2840007	+
Chr5	14679715	14680141	-
Chr5	11991361	11994428	+
Chr5	14307201	14307627	-
Chr5	16967167	16967750	-
Chr5	15291228	15291824	+
Chr5	22095203	22095583	+
Chr5	11528308	11528903	+
Chr5	14103659	14104252	-
Chr5	11088150	11091875	+
Chr5	12938109	12938537	+
Chr5	9176648	9177027	-
Chr5	13733059	13733423	+
Chr5	9170483	9170862	-
Chr5	26746529	26746630	+
Chr5	22834945	22835373	+
Chr5	8148241	8148367	-
Chr5	22621645	22621738	-
Chr5	15436799	15437176	-
Chr5	14259955	14264629	-
Chr5	8762764	8762807	+
Chr5	11057344	11057452	-
Chr5	10813000	10813427	-
Chr5	11300751	11304878	+
Chr5	5376524	5376597	-
Chr5	16064945	16065204	-
Chr5	20695444	20696425	+
Chr5	14395821	14395843	-
Chr5	14173053	14173349	-
Chr5	24110577	24111125	-
Chr5	12020978	12021340	+
Chr5	14455120	14455142	-
Chr5	12766843	12768066	-
Chr5	12120646	12121243	-
Chr5	1812052	1812602	+
Chr5	14175972	14176141	-
Chr5	22353871	22354252	+
Chr5	14389262	14389639	+
Chr5	20117974	20118403	-
Chr5	13351842	13352513	+
Chr5	14956819	14957253	+
Chr5	13365963	13366508	-
Chr5	4936963	4937566	+
Chr5	14306493	14307038	-
Chr5	1302500	1303101	-
Chr5	13732061	13732347	+
Chr5	11123141	11123325	+
Chr5	8147006	8147607	-
Chr5	14080694	14080763	+
Chr5	16921584	16922185	-
Chr5	9761983	9762056	-
Chr5	12436781	12437154	-
Chr5	9999581	10000540	-
Chr5	14945302	14945903	-
Chr5	10267395	10267770	+
Chr5	20829774	20830320	-
Chr5	7968950	7969323	-
Chr5	14354230	14354603	-
Chr5	12788960	12789561	-
Chr5	20359370	20359974	+
Chr5	10715847	10719202	+
Chr5	14391425	14391798	-
Chr5	14450724	14451097	-
Chr5	9013221	9013767	+
Chr5	12215116	12218696	+
Chr5	17043353	17043958	+
Chr5	14358623	14358996	-
Chr5	7654887	7655431	-
Chr5	14378393	14378766	-
Chr5	10197210	10197289	-
Chr5	14360820	14361087	-
Chr5	13725364	13725797	-
Chr5	9997439	10002109	+
Chr5	14376196	14376569	-
Chr5	11320501	11331866	-
Chr5	7417333	7417937	+
Chr5	16879842	16880356	+
Chr5	14384874	14385213	-
Chr5	14231907	14231972	-
Chr5	7465996	7466544	+
Chr5	10250488	10250864	+
Chr5	22621740	22622023	+
Chr5	14946092	14946524	+
Chr5	10253281	10253657	+
Chr5	8819462	8820010	+
Chr5	17577732	17578241	-
Chr5	16857691	16858291	+
Chr5	10247695	10248071	+
Chr5	14367679	14368056	+
Chr5	17254003	17254378	-
Chr5	15718227	15722359	-
Chr5	9238560	9238813	-
Chr5	11424609	11424673	+
Chr5	20209999	20210374	-
Chr5	17441792	17445927	+
Chr5	12063979	12064409	+
Chr5	12929184	12929558	-
Chr5	10209526	10209956	-
Chr5	12128971	12138053	-
Chr5	22831577	22831953	+
Chr5	11112466	11116653	-
Chr5	17272917	17273134	+
Chr5	1655410	1656010	-
Chr5	19139228	19139260	-
Chr5	19733130	19733440	+
Chr5	25469817	25470192	+
Chr5	9547887	9548317	-
Chr5	19433651	19433747	+
Chr5	12393838	12394406	+
Chr5	16464131	16464730	-
Chr5	24467436	24467866	-
Chr5	24448804	24449405	+
Chr5	14369610	14369879	+
Chr5	15843185	15843731	-
Chr5	14770776	14771151	-
Chr5	19365287	19365663	+
Chr5	10490763	10491193	-
Chr5	7968315	7968910	+
Chr5	12353217	12353421	-
Chr5	12254699	12257795	-
Chr5	13779523	13780111	+
Chr5	21775760	21775787	-
Chr5	10216789	10217209	-
Chr5	15955848	15956401	+
Chr5	9918685	9919072	+
Chr5	9459708	9459735	-
Chr5	12261310	12261731	-
Chr5	4635065	4635117	-
Chr5	10064953	10064979	-
Chr5	9854348	9854902	+
Chr5	10245785	10246371	-
Chr5	10679367	10682503	+
Chr5	20674235	20674821	-
Chr5	522816	523368	-
Chr5	13544402	13544988	-
Chr5	14879108	14879530	+
Chr5	9028324	9028712	+
Chr5	15700779	15701201	+
Chr5	18626124	18626511	+
Chr5	706609	707160	-
Chr5	13051836	13051956	+
Chr5	13035696	13035983	+
Chr5	10118963	10119550	-
Chr5	9112037	9112587	-
Chr5	14699458	14699493	+
Chr5	22020552	22020974	-
Chr5	8559734	8560321	-
Chr5	3501657	3502078	-
Chr5	8400296	8400681	-
Chr5	11711929	11723225	-
Chr5	22270799	22271184	-
Chr5	18649809	18649888	-
Chr5	18012751	18013172	-
Chr5	11409523	11410109	-
Chr5	18021361	18021911	-
Chr5	3250291	3250317	+
Chr5	11935195	11945566	+
Chr5	15429824	15430195	-
Chr5	2947018	2947605	+
Chr5	17051296	17051685	+
Chr5	17089615	17090005	+
Chr5	11148295	11148848	-
Chr5	13328543	13331829	-
Chr5	12701667	12702250	-
Chr5	20668716	20668777	+
Chr5	5609955	5610342	-
Chr5	25935511	25935899	-
Chr5	8358982	8359565	-
Chr5	13317244	13328540	-
Chr5	19139733	19140154	+
Chr5	10092852	10093241	-
Chr5	14014116	14014202	+
Chr5	13579898	13580288	+
Chr5	19845461	19845849	-
Chr5	9169898	9170482	+
Chr5	24110277	24111214	-
Chr5	24240368	24240789	+
Chr5	18357756	18358309	-
Chr5	6452827	6453214	-
Chr5	11182635	11183046	-
Chr5	13552531	13552693	+
Chr5	17162828	17162862	-
Chr5	5695401	5695984	-
Chr5	18985892	18986476	-
Chr5	19438434	19438984	-
Chr5	12473154	12476441	-
Chr5	14588087	14588474	-
Chr5	13012739	13012910	+
Chr5	18579179	18579599	-
Chr5	7648075	7648175	+
Chr5	19479571	19480156	+
Chr5	9768748	9769135	-
Chr5	13139245	13139828	-
Chr5	10976404	10976791	-
Chr5	10919076	10919496	-
Chr5	23618616	23619203	-
Chr5	12915400	12915789	+
Chr5	18512280	18512874	-
Chr5	9394525	9397648	-
Chr5	9856387	9856937	-
Chr5	20378225	20378611	+
Chr5	6994782	6995163	-
Chr5	7184474	7185066	+
Chr5	11610165	11610703	+
Chr5	14522200	14522240	-
Chr5	12089491	12090042	+
Chr5	9181249	9181629	-
Chr5	17411392	17412065	+
Chr5	5625060	5625653	+
Chr5	9326213	9326805	+
Chr5	113504	113748	-
Chr5	15561739	15561758	+
Chr5	15109673	15109871	+
Chr5	21043400	21043783	+
Chr5	17653968	17654039	+
Chr5	11452136	11452685	-
Chr5	13335879	13336469	-
Chr5	10564020	10564413	-
Chr5	9806654	9806700	+
Chr5	16495154	16495534	-
Chr5	13193818	13194411	+
Chr5	13798312	13801412	+
Chr5	7024498	7025092	+
Chr5	18538550	18538975	-
Chr5	14962053	14962432	-
Chr5	20427303	20427325	+
Chr5	10508205	10508797	-
Chr5	15107032	15107126	-
Chr5	12370254	12370846	-
Chr5	14323505	14323885	-
Chr5	10447381	10447920	-
Chr5	16925088	16925468	-
Chr5	11821594	11821687	-
Chr5	11178306	11178731	-
Chr5	11810265	11821593	-
Chr5	13114535	13117644	+
Chr5	16526627	16527011	+
Chr5	14715653	14716078	-
Chr5	5888482	5888862	-
Chr5	9709514	9709982	+
Chr5	11473372	11477464	-
Chr5	21455587	21456136	-
Chr5	8169818	8169921	+
Chr5	15465145	15465259	+
Chr5	19520864	19521286	-
Chr5	14995411	14995836	+
Chr5	13166504	13169609	+
Chr5	21439807	21440303	+
Chr5	17885160	17886062	+
Chr5	14688948	14688990	+
Chr5	12929559	12929944	+
Chr5	10555972	10556522	-
Chr5	13516491	13516836	-
Chr5	4192209	4192797	-
Chr5	19920177	19920768	+
Chr5	5380450	5380836	+
Chr5	15041593	15042869	-
Chr5	6693172	6693596	+
Chr5	20561308	20561896	-
Chr5	13806856	13807155	+
Chr5	8362212	8362455	-
Chr5	8279941	8280208	-
Chr5	8735206	8735380	+
Chr5	19029931	19030520	-
Chr5	7037666	7037779	-
Chr5	13826612	13826773	-
Chr5	17324070	17324660	-
Chr5	13812541	13815653	-
Chr5	17624414	17624796	-
Chr5	18571413	18571838	+
Chr5	8238255	8238637	-
Chr5	7978555	7979146	+
Chr5	4799158	4799906	-
Chr5	9853884	9854269	+
Chr5	15030072	15030200	-
Chr5	14296911	14297141	-
Chr5	12569139	12569604	+
Chr5	14183089	14183314	-
Chr5	20119352	20119735	-
Chr5	282027	282450	-
Chr5	9770083	9770607	-
Chr5	11331867	11332427	+
Chr5	8184871	8185420	+
Chr5	21165835	21166138	-
Chr5	16683989	16684653	+
Chr5	19537490	19537966	+
Chr5	8123752	8123876	-
Chr5	21584177	21584204	-
Chr5	17675946	17676607	-
Chr5	9430353	9430827	-
Chr5	26071831	26072494	+
Chr5	15432051	15432540	+
Chr5	12623692	12628771	-
Chr5	23282223	23282545	-
Chr5	11218403	11222907	+
Chr5	13028565	13028615	+
Chr5	12367496	12370253	-
Chr5	11223323	11223641	+
Chr5	8957779	8958016	-
Chr5	5220936	5221258	+
Chr5	19545883	19546188	+
Chr5	15951413	15951546	+
Chr5	3895558	3896437	+
Chr5	4312073	4315615	-
Chr5	16642981	16643021	-
Chr5	19105680	19106154	-
Chr5	17770095	17770914	+
Chr5	25053514	25053819	+
Chr5	14100560	14101224	+
Chr5	9995505	9995659	+
Chr5	13368659	13368746	-
Chr5	10224036	10229403	-
Chr5	12069092	12069607	+
Chr5	10286541	10286846	+
Chr5	5130408	5130485	+
Chr5	12957077	12959835	+
Chr5	10995799	10996459	-
Chr5	12463266	12463779	-
Chr5	1611212	1611535	-
Chr5	6449819	6450151	-
Chr5	13815977	13817581	-
Chr5	24019750	24020263	-
Chr5	10562004	10562479	+
Chr5	20857446	20857771	+
Chr5	6843959	6844284	+
Chr5	20775733	20775756	+
Chr5	8374970	8375660	+
Chr5	7115163	7115485	+
Chr5	11463823	11464245	+
Chr5	12970322	12973859	-
Chr5	11294542	11294678	+
Chr5	12559665	12559968	-
Chr5	19122161	19122483	-
Chr5	12801715	12802376	-
Chr5	14965521	14966008	-
Chr5	8927475	8927798	-
Chr5	12843684	12844345	-
Chr5	9740978	9741454	+
Chr5	13605851	13606071	-
Chr5	14231216	14231242	+
Chr5	10755541	10760142	-
Chr5	15967853	15968366	-
Chr5	11577183	11587287	+
Chr5	16540152	16540839	-
Chr5	1935618	1936132	+
Chr5	19796402	19797066	+
Chr5	17166236	17166713	+
Chr5	17967513	17967834	+
Chr5	12546795	12547099	-
Chr5	23292917	23293581	-
Chr5	15772742	15773227	-
Chr5	25487269	25487590	+
Chr5	13608835	13609020	+
Chr5	16870830	16871517	+
Chr5	13760802	13761106	-
Chr5	12194391	12194712	+
Chr5	10964156	10964475	-
Chr5	12099737	12112785	-
Chr5	14418356	14418916	-
Chr5	6632968	6635341	-
Chr5	23003427	23003928	-
Chr5	18450742	18451048	+
Chr5	10892388	10893053	-
Chr5	22123766	22124243	+
Chr5	19192493	19192814	+
Chr5	14291439	14291942	+
Chr5	13608150	13608834	-
Chr5	12450386	12451071	-
Chr5	17261106	17261412	+
Chr5	15006265	15006584	-
Chr5	5218880	5218899	-
Chr5	21771126	21771611	-
Chr5	13630921	13631205	-
Chr5	8391511	8392023	+
Chr5	20966888	20967554	+
Chr5	13433288	13433592	+
Chr5	26810559	26811046	+
Chr5	14477656	14478216	-
Chr5	18727568	18728044	+
Chr5	20388387	20388707	-
Chr5	10881431	10881496	-
Chr5	13917381	13917703	+
Chr5	14231243	14231906	-
Chr5	8420529	8420563	-
Chr5	25657290	25657801	-
Chr5	15886529	15887192	-
Chr5	18549790	18550278	+
Chr5	13840290	13851839	-
Chr5	16605377	16605493	-
Chr5	10828193	10828515	+
Chr5	20511150	20511626	+
Chr5	8601500	8601780	-
Chr5	13982136	13982623	+
Chr5	15603037	15603359	+
Chr5	14184180	14184486	+
Chr5	1427638	1427957	-
Chr5	1334457	1334933	+
Chr5	10396023	10396709	-
Chr5	10806017	10806528	-
Chr5	10547235	10547746	-
Chr5	23086506	23087169	-
Chr5	10731975	10731999	-
Chr5	6755894	6756582	+
Chr5	23936323	23936826	+
Chr5	15952390	15952441	+
Chr5	9389519	9392278	-
Chr5	6027397	6028060	-
Chr5	19718570	19719082	+
Chr5	10554310	10554581	-
Chr5	22806040	22806728	-
Chr5	10505786	10505828	+
Chr5	7806584	7806911	+
Chr5	24514578	24515235	+
Chr5	9588091	9588141	+
Chr5	20631775	20632292	+
Chr5	26015318	26015975	+
Chr5	9962328	9962493	+
Chr5	15115337	15115993	+
Chr5	20209067	20209369	+
Chr5	2439053	2439525	+
Chr5	8748624	8748926	+
Chr5	14589509	14589834	-
Chr5	19337200	19337701	+
Chr5	8224146	8224471	-
Chr5	13904581	13905052	-
Chr5	11464538	11468933	-
Chr5	8027047	8027347	-
Chr5	25048858	25049375	+
Chr5	13386415	13386585	+
Chr5	1501774	1502465	+
Chr5	12989585	12989630	-
Chr5	21670350	21670675	-
Chr5	12338655	12338676	-
Chr5	19743369	19744026	+
Chr5	19139261	19139732	-
Chr5	23282546	23283063	+
Chr5	6913469	6913794	-
Chr5	11740194	11740404	+
Chr5	22847868	22848369	+
Chr5	16132139	16132656	+
Chr5	8363405	8363630	+
Chr5	24503110	24503800	-
Chr5	18702034	18702503	-
Chr5	13379660	13382516	+
Chr5	8846655	8847012	-
Chr5	14868745	14869400	+
Chr5	6995164	6995680	-
Chr5	25924745	25925045	-
Chr5	3018224	3018687	+
Chr5	15125512	15125983	+
Chr5	16747085	16747740	+
Chr5	12948319	12951060	+
Chr5	3606292	3606405	+
Chr5	10972236	10976403	-
Chr5	7114565	7114867	+
Chr5	11697402	11700917	+
Chr5	8840925	8841415	+
Chr5	16418071	16418416	+
Chr5	21194470	21194546	+
Chr5	8499837	8500527	-
Chr5	12600349	12600674	-
Chr5	9140767	9141067	-
Chr5	15780395	15780659	-
Chr5	9720852	9721507	+
Chr5	17795705	17796054	-
Chr5	3847172	3847499	+
Chr5	14613208	14613726	+
Chr5	7495495	7495524	+
Chr5	12687005	12687305	-
Chr5	11617323	11618245	-
Chr5	18520251	18520752	+
Chr5	26071235	26071830	+
Chr5	1815733	1816409	-
Chr5	12423501	12424190	-
Chr5	11652994	11656563	+
Chr5	6216964	6217477	-
Chr5	17175210	17175401	+
Chr5	18358310	18358635	+
Chr5	9374608	9374636	-
Chr5	9705291	9705358	+
Chr5	12538095	12538670	-
Chr5	13816618	13817274	-
Chr5	12603057	12603382	+
Chr5	6109570	6110259	-
Chr5	10274805	10275271	+
Chr5	9276034	9276357	-
Chr5	15465260	15465776	+
Chr5	21724824	21725128	+
Chr5	18450188	18450513	+
Chr5	17974192	17974681	+
Chr5	12985544	12988654	-
Chr5	21096513	21097028	+
Chr5	17577452	17577671	-
Chr5	2510626	2511099	-
Chr5	16156684	16157185	+
Chr5	15856053	15856713	+
Chr5	17770403	17770705	-
Chr5	20412808	20413465	-
Chr5	10384743	10385217	+
Chr5	14941144	14941659	+
Chr5	20547913	20548238	+
Chr5	10512808	10513498	+
Chr5	13976392	13977052	+
Chr5	12669732	12669945	+
Chr5	21191364	21191865	+
Chr5	11685147	11685621	+
Chr5	8205215	8205242	+
Chr5	8813501	8814159	+
Chr5	4760079	4760403	-
Chr5	17710421	17711112	+
Chr5	16767147	16767664	+
Chr5	10072240	10072879	+
Chr5	14551821	14552309	-
Chr5	13095787	13096476	-
Chr5	13181592	13184435	-
Chr5	21270708	21271225	+
Chr5	12733507	12733766	-
Chr5	10057670	10058143	+
Chr5	1165580	1168417	-
Chr5	21883444	21883945	+
Chr5	11205076	11205399	-
Chr5	20594493	20594796	+
Chr5	9484353	9484827	+
Chr5	17134850	17135339	+
Chr5	19891863	19892519	-
Chr5	21838068	21838394	+
Chr5	1510960	1510998	+
Chr5	22208633	22209289	-
Chr5	18555938	18556462	+
Chr5	13907847	13908321	+
Chr5	21803888	21804402	-
Chr5	5592793	5593451	+
Chr5	13310446	13310772	+
Chr5	20627835	20628138	+
Chr5	20470397	20471049	-
Chr5	23290322	23290643	+
Chr5	14094421	14097965	-
Chr5	25360664	25361439	+
Chr5	13313688	13317242	-
Chr5	20592049	20592721	-
Chr5	13855104	13855416	-
Chr5	8530322	8530829	-
Chr5	20625391	20626063	-
Chr5	14409579	14414450	+
Chr5	12732083	12732568	+
Chr5	15205109	15207898	+
Chr5	13773799	13774113	+
Chr5	14424729	14425037	-
Chr5	10370521	10370999	-
Chr5	3051272	3051582	+
Chr5	9370681	9374248	-
Chr5	11198435	11202846	+
Chr5	24187903	24188138	+
Chr5	13682048	13682554	+
Chr5	3965423	3966315	-
Chr5	9167163	9167274	-
Chr5	13066370	13067019	+
Chr5	10555866	10555888	-
Chr5	18702504	18702814	-
Chr5	24586633	24587115	+
Chr5	14092932	14093244	-
Chr5	16856862	16856968	+
Chr5	20418517	20419189	-
Chr5	3748277	3748957	+
Chr5	2174402	2174710	-
Chr5	11549097	11549409	-
Chr5	11286896	11287403	-
Chr5	21889702	21890382	+
Chr5	12929945	12930250	-
Chr5	14451104	14451144	+
Chr5	19408039	19408353	-
Chr5	9179714	9180393	-
Chr5	8280209	8280253	+
Chr5	14391805	14391845	+
Chr5	13141050	13141112	+
Chr5	17407415	17408085	-
Chr5	20165740	20166410	-
Chr5	25047950	25048453	-
Chr5	10683840	10684156	+
Chr5	17042842	17043352	+
Chr5	8375661	8376326	-
Chr5	19431061	19431542	+
Chr5	15913073	15913745	+
Chr5	10494982	10495297	+
Chr5	14484029	14484337	-
Chr5	9515979	9516059	+
Chr5	13605012	13605492	+
Chr5	13067020	13067045	+
Chr5	14235444	14235759	+
Chr5	9808658	9809535	-
Chr5	14024722	14024741	-
Chr5	12925172	12928865	-
Chr5	1486720	1487030	+
Chr5	9908053	9908725	-
Chr5	10071915	10072230	+
Chr5	11268257	11271810	-
Chr5	16587823	16588504	+
Chr5	12113510	12113530	+
Chr5	11552158	11552664	-
Chr5	15341291	15341594	+
Chr5	1898927	1899149	-
Chr5	14078745	14079423	+
Chr5	9634026	9634508	+
Chr5	23393617	23393929	+
Chr5	15148037	15148084	+
Chr5	21870158	21870640	-
Chr5	20797317	20797627	-
Chr5	26144168	26144674	-
Chr5	8123109	8123221	+
Chr5	17888911	17889393	-
Chr5	18645857	18646167	-
Chr5	6419701	6420375	-
Chr5	17811518	17811727	-
Chr5	8599375	8599429	-
Chr5	7829783	7830291	+
Chr5	20501720	20501799	-
Chr5	21775278	21775759	-
Chr5	13591459	13591522	+
Chr5	18945988	18946299	+
Chr5	8404443	8405117	+
Chr5	15666792	15667102	-
Chr5	26290110	26290620	+
Chr5	10166886	10167564	+
Chr5	16605494	16606000	-
Chr5	17161306	17162197	-
Chr5	10166544	10166854	-
Chr5	18099219	18099529	-
Chr5	19004577	19004886	-
Chr5	13905867	13906774	+
Chr5	8206751	8210305	+
Chr5	15030201	15030875	-
Chr5	13809168	13809846	+
Chr5	13094683	13094994	-
Chr5	16132101	16132138	+
Chr5	14468879	14473750	+
Chr5	24474980	24475198	-
Chr5	4466075	4466099	-
Chr5	6398631	6398673	-
Chr5	20266284	20266957	-
Chr5	10529240	10529271	+
Chr5	17831394	17831705	+
Chr5	17095160	17095666	-
Chr5	14001815	14002490	+
Chr5	7413554	7413865	-
Chr5	18649889	18650368	-
Chr5	10186572	10186820	-
Chr5	15693927	15694236	-
Chr5	18636513	18637021	+
Chr5	19739835	19742615	-
Chr5	16444760	16445434	-
Chr5	10617482	10617793	+
Chr5	19823877	19824385	+
Chr5	9374637	9375117	-
Chr5	18443910	18444585	+
Chr5	9867725	9868190	+
Chr5	15680351	15680660	-
Chr5	21120	21431	-
Chr5	10917821	10917906	+
Chr5	12210585	12214142	-
Chr5	2953272	2953945	-
Chr5	21357217	21357721	-
